Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2011,MALE,WHITE NON HISPANIC,BENZION,13,94
2011,MALE,WHITE NON HISPANIC,BRADY,13,94
2011,MALE,WHITE NON HISPANIC,CONOR,13,94
2011,MALE,WHITE NON HISPANIC,FILIP,13,94
2011,MALE,WHITE NON HISPANIC,IVAN,13,94
2011,MALE,WHITE NON HISPANIC,JUDE,13,94
2011,MALE,WHITE NON HISPANIC,KIERAN,13,94
2011,MALE,WHITE NON HISPANIC,LANDON,13,94
2011,MALE,WHITE NON HISPANIC,NICO,13,94
2011,MALE,WHITE NON HISPANIC,PINCHUS,13,94
2011,MALE,WHITE NON HISPANIC,QUINN,13,94
2011,MALE,WHITE NON HISPANIC,REID,13,94
2011,MALE,WHITE NON HISPANIC,SHLOIMY,13,94
2011,MALE,WHITE NON HISPANIC,VINCENZO,13,94
2011,MALE,WHITE NON HISPANIC,YIDA,13,94
2011,MALE,WHITE NON HISPANIC,AVI,12,95
2011,MALE,WHITE NON HISPANIC,BECKETT,12,95
2011,MALE,WHITE NON HISPANIC,DASHIELL,12,95
2011,MALE,WHITE NON HISPANIC,ELLIOTT,12,95
2011,MALE,WHITE NON HISPANIC,JESSE,12,95
2011,MALE,WHITE NON HISPANIC,MICAH,12,95
2011,MALE,WHITE NON HISPANIC,ROMAN,12,95
2011,MALE,WHITE NON HISPANIC,ROWAN,12,95
2011,MALE,WHITE NON HISPANIC,YOUSEF,12,95
2011,MALE,WHITE NON HISPANIC,ALEC,11,96
2011,MALE,WHITE NON HISPANIC,ALLEN,11,96
2011,MALE,WHITE NON HISPANIC,AVRUM,11,96
2011,MALE,WHITE NON HISPANIC,CARMINE,11,96
2011,MALE,WHITE NON HISPANIC,DENNIS,11,96
2011,MALE,WHITE NON HISPANIC,GREYSON,11,96
2011,MALE,WHITE NON HISPANIC,HUGO,11,96
2011,MALE,WHITE NON HISPANIC,KACPER,11,96
2011,MALE,WHITE NON HISPANIC,MAKSIM,11,96
2011,MALE,WHITE NON HISPANIC,MEILECH,11,96
2011,MALE,WHITE NON HISPANIC,MENASHE,11,96
2011,MALE,WHITE NON HISPANIC,MENDY,11,96
2011,MALE,WHITE NON HISPANIC,MORRIS,11,96
2011,MALE,WHITE NON HISPANIC,NOAM,11,96
2011,MALE,WHITE NON HISPANIC,NOLAN,11,96
2011,MALE,WHITE NON HISPANIC,SANTINO,11,96
2011,MALE,WHITE NON HISPANIC,SHALOM,11,96
2011,MALE,WHITE NON HISPANIC,SHNEUR,11,96
2011,MALE,WHITE NON HISPANIC,YASEEN,11,96
2011,MALE,WHITE NON HISPANIC,YECHEZKEL,11,96
2011,MALE,WHITE NON HISPANIC,YIDEL,11,96
2011,MALE,WHITE NON HISPANIC,YOUSSEF,11,96
2011,MALE,WHITE NON HISPANIC,ASHTON,10,97
2011,MALE,WHITE NON HISPANIC,AUGUSTUS,10,97
2011,MALE,WHITE NON HISPANIC,AYDEN,10,97
2011,MALE,WHITE NON HISPANIC,BENNETT,10,97
2011,MALE,WHITE NON HISPANIC,BERISH,10,97
2011,MALE,WHITE NON HISPANIC,BRYCE,10,97
2011,MALE,WHITE NON HISPANIC,CADEN,10,97
2011,MALE,WHITE NON HISPANIC,CALVIN,10,97
2011,MALE,WHITE NON HISPANIC,DEREK,10,97
2011,MALE,WHITE NON HISPANIC,ELLIS,10,97
2011,MALE,WHITE NON HISPANIC,KENNETH,10,97
2011,MALE,WHITE NON HISPANIC,LEV,10,97
2011,MALE,WHITE NON HISPANIC,MOHAMMED,10,97
2011,MALE,WHITE NON HISPANIC,NIKOLAS,10,97
2011,MALE,WHITE NON HISPANIC,NOSSON,10,97
2011,MALE,WHITE NON HISPANIC,REED,10,97
2011,MALE,WHITE NON HISPANIC,SAMIR,10,97
2011,MALE,WHITE NON HISPANIC,SHAUL,10,97
2011,MALE,WHITE NON HISPANIC,SIDNEY,10,97
2011,MALE,WHITE NON HISPANIC,SILAS,10,97
2011,MALE,WHITE NON HISPANIC,STEPHEN,10,97
2011,MALE,WHITE NON HISPANIC,WESLEY,10,97
2011,MALE,WHITE NON HISPANIC,YEHUDAH,10,97
2011,MALE,WHITE NON HISPANIC,YONAH,10,97
2012,FEMALE,ASIAN AND PACI,CHLOE,172,1
2012,FEMALE,ASIAN AND PACI,SOPHIA,144,2
2012,FEMALE,ASIAN AND PACI,OLIVIA,132,3
2012,FEMALE,ASIAN AND PACI,EMILY,110,4
2012,FEMALE,ASIAN AND PACI,ANGELA,52,7
2012,FEMALE,ASIAN AND PACI,ELLA,52,7
2012,FEMALE,ASIAN AND PACI,GRACE,51,8
2012,FEMALE,ASIAN AND PACI,HAILEY,50,9
2012,FEMALE,ASIAN AND PACI,FIONA,49,10
2012,FEMALE,ASIAN AND PACI,MIA,49,10
2012,FEMALE,ASIAN AND PACI,MICHELLE,48,11
2012,FEMALE,ASIAN AND PACI,AVA,47,12
2012,FEMALE,ASIAN AND PACI,SARAH,47,12
2012,FEMALE,ASIAN AND PACI,HANNAH,46,13
2012,FEMALE,ASIAN AND PACI,ASHLEY,45,14
2012,FEMALE,ASIAN AND PACI,TIFFANY,42,15
2012,FEMALE,ASIAN AND PACI,SELINA,41,16
2012,FEMALE,ASIAN AND PACI,JESSICA,40,17
2012,FEMALE,ASIAN AND PACI,SOPHIE,40,17
2012,FEMALE,ASIAN AND PACI,VIVIAN,40,17
2012,FEMALE,ASIAN AND PACI,ANNA,39,18
2012,FEMALE,ASIAN AND PACI,ALICE,37,19
2012,FEMALE,ASIAN AND PACI,EVELYN,37,19
2012,FEMALE,ASIAN AND PACI,JOANNA,37,19
2012,FEMALE,ASIAN AND PACI,KATHERINE,37,19
2012,FEMALE,ASIAN AND PACI,AUDREY,35,20
2012,FEMALE,ASIAN AND PACI,IVY,35,20
2012,FEMALE,ASIAN AND PACI,SAMANTHA,34,21
2012,FEMALE,ASIAN AND PACI,FATIMA,33,22
2012,FEMALE,ASIAN AND PACI,STELLA,33,22
2012,FEMALE,ASIAN AND PACI,NICOLE,32,23
2012,FEMALE,ASIAN AND PACI,ELIZABETH,31,24
2012,FEMALE,ASIAN AND PACI,TENZIN,31,24
2012,FEMALE,ASIAN AND PACI,ALINA,30,25
2012,FEMALE,ASIAN AND PACI,ABIGAIL,29,26
2012,FEMALE,ASIAN AND PACI,NATALIE,29,26
2012,FEMALE,ASIAN AND PACI,WINNIE,29,26
2012,FEMALE,ASIAN AND PACI,EVA,28,27
2012,FEMALE,ASIAN AND PACI,JOYCE,28,27
2012,FEMALE,ASIAN AND PACI,MAYA,28,27
2012,FEMALE,ASIAN AND PACI,CLAIRE,27,28
2012,FEMALE,ASIAN AND PACI,CATHERINE,26,29
2012,FEMALE,ASIAN AND PACI,JASMINE,26,29
2012,FEMALE,ASIAN AND PACI,JENNY,26,29
2012,FEMALE,ASIAN AND PACI,MELODY,26,29
2012,FEMALE,ASIAN AND PACI,ANNIE,25,30
2012,FEMALE,ASIAN AND PACI,VICKY,25,30
2012,FEMALE,ASIAN AND PACI,VICTORIA,25,30
2012,FEMALE,ASIAN AND PACI,KAYLEE,24,31
2012,FEMALE,ASIAN AND PACI,RACHEL,24,31
2012,FEMALE,ASIAN AND PACI,SARA,24,31
2012,FEMALE,ASIAN AND PACI,SOFIA,24,31
2012,FEMALE,ASIAN AND PACI,AMY,23,32
2012,FEMALE,ASIAN AND PACI,ERICA,23,32
2012,FEMALE,ASIAN AND PACI,IRENE,23,32
2012,FEMALE,ASIAN AND PACI,JENNIFER,23,32
2012,FEMALE,ASIAN AND PACI,AMANDA,22,33
2012,FEMALE,ASIAN AND PACI,ARIA,22,33
2012,FEMALE,ASIAN AND PACI,CHARLOTTE,22,33
2012,FEMALE,ASIAN AND PACI,PHOEBE,22,33
2012,FEMALE,ASIAN AND PACI,SABRINA,22,33
2012,FEMALE,ASIAN AND PACI,SELENA,22,33
2012,FEMALE,ASIAN AND PACI,SERENA,22,33
2012,FEMALE,ASIAN AND PACI,ARIANNA,21,34
2012,FEMALE,ASIAN AND PACI,AVERY,21,34
2012,FEMALE,ASIAN AND PACI,ELAINE,21,34
2012,FEMALE,ASIAN AND PACI,IRIS,21,34
2012,FEMALE,ASIAN AND PACI,AMELIA,20,35
2012,FEMALE,ASIAN AND PACI,KAITLYN,20,35
2012,FEMALE,ASIAN AND PACI,MADISON,20,35
2012,FEMALE,ASIAN AND PACI,QUEENIE,20,35
2012,FEMALE,ASIAN AND PACI,SHIRLEY,20,35
2012,FEMALE,ASIAN AND PACI,ZOEY,20,35
2012,FEMALE,ASIAN AND PACI,AMBER,19,36
2012,FEMALE,ASIAN AND PACI,ANYA,19,36
2012,FEMALE,ASIAN AND PACI,AYESHA,19,36
2012,FEMALE,ASIAN AND PACI,BELLA,19,36
2012,FEMALE,ASIAN AND PACI,CYNTHIA,19,36
2012,FEMALE,ASIAN AND PACI,JOCELYN,19,36
2012,FEMALE,ASIAN AND PACI,MEGAN,19,36
2012,FEMALE,ASIAN AND PACI,STEPHANIE,19,36
2012,FEMALE,ASIAN AND PACI,ALEXIS,18,37
2012,FEMALE,ASIAN AND PACI,ALYSSA,18,37
2012,FEMALE,ASIAN AND PACI,AMINA,18,37
2012,FEMALE,ASIAN AND PACI,ARIANA,18,37
2012,FEMALE,ASIAN AND PACI,CHELSEA,18,37
2012,FEMALE,ASIAN AND PACI,CHRISTINA,18,37
2012,FEMALE,ASIAN AND PACI,JANNAT,18,37
2012,FEMALE,ASIAN AND PACI,ZAINAB,18,37
2012,FEMALE,ASIAN AND PACI,ANGELINA,17,38
2012,FEMALE,ASIAN AND PACI,CRYSTAL,17,38
2012,FEMALE,ASIAN AND PACI,ELLIE,17,38
2012,FEMALE,ASIAN AND PACI,ISABELLE,17,38
2012,FEMALE,ASIAN AND PACI,KAYLA,17,38
2012,FEMALE,ASIAN AND PACI,LINDA,17,38
2012,FEMALE,ASIAN AND PACI,NINA,17,38
2012,FEMALE,ASIAN AND PACI,XIN,17,38
2012,FEMALE,ASIAN AND PACI,ZARA,17,38
2012,FEMALE,ASIAN AND PACI,ALLISON,16,39
2012,FEMALE,ASIAN AND PACI,ERIN,16,39
2012,FEMALE,ASIAN AND PACI,ESTHER,16,39
2012,FEMALE,ASIAN AND PACI,LEAH,16,39
2012,FEMALE,ASIAN AND PACI,LILLIAN,16,39
2012,FEMALE,ASIAN AND PACI,MAGGIE,16,39
2012,FEMALE,ASIAN AND PACI,CINDY,15,40
2012,FEMALE,ASIAN AND PACI,CONNIE,15,40
2012,FEMALE,ASIAN AND PACI,EILEEN,15,40
2012,FEMALE,ASIAN AND PACI,ELEANOR,15,40
2012,FEMALE,ASIAN AND PACI,GABRIELLA,15,40
2012,FEMALE,ASIAN AND PACI,KYLIE,15,40
2012,FEMALE,ASIAN AND PACI,MANDY,15,40
2012,FEMALE,ASIAN AND PACI,MANHA,15,40
2012,FEMALE,ASIAN AND PACI,TINA,15,40
2012,FEMALE,ASIAN AND PACI,VANESSA,15,40
2012,FEMALE,ASIAN AND PACI,ANGEL,14,41
2012,FEMALE,ASIAN AND PACI,ANISHA,14,41
2012,FEMALE,ASIAN AND PACI,CHRISTINE,14,41
2012,FEMALE,ASIAN AND PACI,ELINA,14,41
2012,FEMALE,ASIAN AND PACI,JANICE,14,41
2012,FEMALE,ASIAN AND PACI,JOY,14,41
2012,FEMALE,ASIAN AND PACI,MILA,14,41
2012,FEMALE,ASIAN AND PACI,REBECCA,14,41
2012,FEMALE,ASIAN AND PACI,SHARON,14,41
2012,FEMALE,ASIAN AND PACI,ZAHRA,14,41
2012,FEMALE,ASIAN AND PACI,ALISHA,13,42
2012,FEMALE,ASIAN AND PACI,ARYA,13,42
2012,FEMALE,ASIAN AND PACI,DORIS,13,42
2012,FEMALE,ASIAN AND PACI,KAREN,13,42
2012,FEMALE,ASIAN AND PACI,KELLY,13,42
2012,FEMALE,ASIAN AND PACI,KIMBERLY,13,42
2012,FEMALE,ASIAN AND PACI,LAYLA,13,42
2012,FEMALE,ASIAN AND PACI,LYDIA,13,42
2012,FEMALE,ASIAN AND PACI,MARYAM,13,42
2012,FEMALE,ASIAN AND PACI,SHERRY,13,42
2012,FEMALE,ASIAN AND PACI,SYDNEY,13,42
2012,FEMALE,ASIAN AND PACI,ADA,12,43
2012,FEMALE,ASIAN AND PACI,ANNABELLE,12,43
2012,FEMALE,ASIAN AND PACI,ARIEL,12,43
2012,FEMALE,ASIAN AND PACI,BONNIE,12,43
2012,FEMALE,ASIAN AND PACI,CECILIA,12,43
2012,FEMALE,ASIAN AND PACI,HELEN,12,43
2012,FEMALE,ASIAN AND PACI,KATELYN,12,43
2012,FEMALE,ASIAN AND PACI,KATIE,12,43
2012,FEMALE,ASIAN AND PACI,KHLOE,12,43
2012,FEMALE,ASIAN AND PACI,LAUREN,12,43
2012,FEMALE,ASIAN AND PACI,ABBY,11,44
2012,FEMALE,ASIAN AND PACI,AISHA,11,44
2012,FEMALE,ASIAN AND PACI,AMAYA,11,44
2012,FEMALE,ASIAN AND PACI,ARISHA,11,44
2012,FEMALE,ASIAN AND PACI,CAROLINE,11,44
2012,FEMALE,ASIAN AND PACI,DAPHNE,11,44
2012,FEMALE,ASIAN AND PACI,DIYA,11,44
2012,FEMALE,ASIAN AND PACI,ELENA,11,44
2012,FEMALE,ASIAN AND PACI,HAFSA,11,44
2012,FEMALE,ASIAN AND PACI,HAREEM,11,44
2012,FEMALE,ASIAN AND PACI,MELANIE,11,44
2012,FEMALE,ASIAN AND PACI,MIRANDA,11,44
2012,FEMALE,ASIAN AND PACI,SAVANNAH,11,44
2012,FEMALE,ASIAN AND PACI,ATHENA,10,45
2012,FEMALE,ASIAN AND PACI,BRIANNA,10,45
2012,FEMALE,ASIAN AND PACI,FAITH,10,45
2012,FEMALE,ASIAN AND PACI,HAZEL,10,45
2012,FEMALE,ASIAN AND PACI,JOLIN,10,45
2012,FEMALE,ASIAN AND PACI,JUDY,10,45
2012,FEMALE,ASIAN AND PACI,MADELEINE,10,45
2012,FEMALE,ASIAN AND PACI,PENELOPE,10,45
2012,FEMALE,ASIAN AND PACI,RILEY,10,45
2012,FEMALE,ASIAN AND PACI,SUMMER,10,45
2012,FEMALE,ASIAN AND PACI,SYEDA,10,45
2012,FEMALE,ASIAN AND PACI,TASNIM,10,45
2012,FEMALE,ASIAN AND PACI,VIOLET,10,45
2012,FEMALE,BLACK NON HISP,TAYLOR,71,3
2012,FEMALE,BLACK NON HISP,ABIGAIL,66,5
2012,FEMALE,BLACK NON HISP,KAYLA,62,6
2012,FEMALE,BLACK NON HISP,SERENITY,59,7
2012,FEMALE,BLACK NON HISP,OLIVIA,58,8
2012,FEMALE,BLACK NON HISP,NEVAEH,57,9
2012,FEMALE,BLACK NON HISP,AALIYAH,55,10
2012,FEMALE,BLACK NON HISP,MAKAYLA,53,11
2012,FEMALE,BLACK NON HISP,KHLOE,49,12
2012,FEMALE,BLACK NON HISP,AVA,48,13
2012,FEMALE,BLACK NON HISP,NYLA,47,14
2012,FEMALE,BLACK NON HISP,FATOUMATA,46,15
2012,FEMALE,BLACK NON HISP,ISABELLA,43,16
2012,FEMALE,BLACK NON HISP,SKYLAR,43,16
2012,FEMALE,BLACK NON HISP,BRIELLE,42,17
2012,FEMALE,BLACK NON HISP,FAITH,42,17
2012,FEMALE,BLACK NON HISP,GABRIELLE,42,17
2012,FEMALE,BLACK NON HISP,MIA,41,18
2012,FEMALE,BLACK NON HISP,ARIANNA,38,20
2012,FEMALE,BLACK NON HISP,LAILA,38,20
2012,FEMALE,BLACK NON HISP,AMAYA,37,21
2012,FEMALE,BLACK NON HISP,SAVANNAH,37,21
2012,FEMALE,BLACK NON HISP,ARIEL,36,22
2012,FEMALE,BLACK NON HISP,PEYTON,36,22
2012,FEMALE,BLACK NON HISP,ZOE,36,22
2012,FEMALE,BLACK NON HISP,EMILY,35,23
2012,FEMALE,BLACK NON HISP,LEAH,35,23
2012,FEMALE,BLACK NON HISP,IMANI,34,24
2012,FEMALE,BLACK NON HISP,MARIAM,34,24
2012,FEMALE,BLACK NON HISP,NAOMI,33,25
2012,FEMALE,BLACK NON HISP,BRIANNA,32,26
2012,FEMALE,BLACK NON HISP,JADE,32,26
2012,FEMALE,BLACK NON HISP,LAUREN,32,26
2012,FEMALE,BLACK NON HISP,NIA,32,26
2012,FEMALE,BLACK NON HISP,ELIZABETH,31,27
2012,FEMALE,BLACK NON HISP,KYLIE,31,27
2012,FEMALE,BLACK NON HISP,NYLAH,31,27
2012,FEMALE,BLACK NON HISP,ALYSSA,30,28
2012,FEMALE,BLACK NON HISP,ANIYAH,30,28
2012,FEMALE,BLACK NON HISP,CHELSEA,29,29
2012,FEMALE,BLACK NON HISP,FATIMA,29,29
2012,FEMALE,BLACK NON HISP,MAYA,29,29
2012,FEMALE,BLACK NON HISP,PARIS,29,29
2012,FEMALE,BLACK NON HISP,SARAH,29,29
2012,FEMALE,BLACK NON HISP,SKYLA,29,29
2012,FEMALE,BLACK NON HISP,HAILEY,28,30
2012,FEMALE,BLACK NON HISP,JADA,28,30
2012,FEMALE,BLACK NON HISP,AMIRAH,27,31
2012,FEMALE,BLACK NON HISP,AUBREY,27,31
2012,FEMALE,BLACK NON HISP,EMMA,27,31
2012,FEMALE,BLACK NON HISP,JASMINE,27,31
2012,FEMALE,BLACK NON HISP,SUMMER,27,31
2012,FEMALE,BLACK NON HISP,ALANA,25,32
2012,FEMALE,BLACK NON HISP,GABRIELLA,25,32
2012,FEMALE,BLACK NON HISP,HEAVEN,25,32
2012,FEMALE,BLACK NON HISP,JAYLA,25,32
2012,FEMALE,BLACK NON HISP,KENNEDY,25,32
2012,FEMALE,BLACK NON HISP,PAIGE,25,32
2012,FEMALE,BLACK NON HISP,MORGAN,24,33
2012,FEMALE,BLACK NON HISP,ARIELLE,23,34
2012,FEMALE,BLACK NON HISP,KIMORA,23,34
2012,FEMALE,BLACK NON HISP,MELANIE,23,34
2012,FEMALE,BLACK NON HISP,MILAN,23,34
2012,FEMALE,BLACK NON HISP,RILEY,23,34
2012,FEMALE,BLACK NON HISP,SOPHIA,23,34
2012,FEMALE,BLACK NON HISP,HANNAH,22,35
2012,FEMALE,BLACK NON HISP,MARIAH,22,35
2012,FEMALE,BLACK NON HISP,MCKENZIE,22,35
2012,FEMALE,BLACK NON HISP,SANAA,22,35
2012,FEMALE,BLACK NON HISP,GENESIS,21,36
2012,FEMALE,BLACK NON HISP,MALIA,21,36
2012,FEMALE,BLACK NON HISP,MYA,21,36
2012,FEMALE,BLACK NON HISP,ALIYAH,20,37
2012,FEMALE,BLACK NON HISP,AMINATA,20,37
2012,FEMALE,BLACK NON HISP,GRACE,20,37
2012,FEMALE,BLACK NON HISP,LAYLA,20,37
2012,FEMALE,BLACK NON HISP,LONDYN,20,37
2012,FEMALE,BLACK NON HISP,MACKENZIE,20,37
2012,FEMALE,BLACK NON HISP,TAMIA,20,37
2012,FEMALE,BLACK NON HISP,AISHA,19,38
2012,FEMALE,BLACK NON HISP,ARIA,19,38
2012,FEMALE,BLACK NON HISP,ARIANA,19,38
2012,FEMALE,BLACK NON HISP,JORDYN,19,38
2012,FEMALE,BLACK NON HISP,SANAI,19,38
2012,FEMALE,BLACK NON HISP,TRINITY,19,38
2012,FEMALE,BLACK NON HISP,MIRACLE,18,39
2012,FEMALE,BLACK NON HISP,SAMANTHA,18,39
2012,FEMALE,BLACK NON HISP,ASHLEY,17,40
2012,FEMALE,BLACK NON HISP,GIANNA,17,40
2012,FEMALE,BLACK NON HISP,JANELLE,17,40
2012,FEMALE,BLACK NON HISP,LEILANI,17,40
2012,FEMALE,BLACK NON HISP,MIKAYLA,17,40
2012,FEMALE,BLACK NON HISP,SYDNEY,17,40
2012,FEMALE,BLACK NON HISP,TIANA,17,40
2012,FEMALE,BLACK NON HISP,AMELIA,16,41
2012,FEMALE,BLACK NON HISP,AMIRA,16,41
2012,FEMALE,BLACK NON HISP,FANTA,16,41
2012,FEMALE,BLACK NON HISP,JALIYAH,16,41
2012,FEMALE,BLACK NON HISP,KELSEY,16,41
2012,FEMALE,BLACK NON HISP,LYRIC,16,41
2012,FEMALE,BLACK NON HISP,SANIYAH,16,41
2012,FEMALE,BLACK NON HISP,SARAI,16,41
2012,FEMALE,BLACK NON HISP,ALICIA,15,42
2012,FEMALE,BLACK NON HISP,JANIYAH,15,42
2012,FEMALE,BLACK NON HISP,KYLA,15,42
2012,FEMALE,BLACK NON HISP,KYLEE,15,42
2012,FEMALE,BLACK NON HISP,SAMARA,15,42
2012,FEMALE,BLACK NON HISP,SARIAH,15,42
2012,FEMALE,BLACK NON HISP,AICHA,14,43
2012,FEMALE,BLACK NON HISP,AMIYAH,14,43
2012,FEMALE,BLACK NON HISP,ANGEL,14,43
2012,FEMALE,BLACK NON HISP,AUBREE,14,43
2012,FEMALE,BLACK NON HISP,BELLA,14,43
2012,FEMALE,BLACK NON HISP,CHRISTINA,14,43
2012,FEMALE,BLACK NON HISP,KAITLYN,14,43
2012,FEMALE,BLACK NON HISP,MALIYAH,14,43
2012,FEMALE,BLACK NON HISP,MELODY,14,43
2012,FEMALE,BLACK NON HISP,MICHELLE,14,43
2012,FEMALE,BLACK NON HISP,SKYLAH,14,43
2012,FEMALE,BLACK NON HISP,AISSATOU,13,44
2012,FEMALE,BLACK NON HISP,ALANI,13,44
2012,FEMALE,BLACK NON HISP,AYANNA,13,44
2012,FEMALE,BLACK NON HISP,HAWA,13,44
2012,FEMALE,BLACK NON HISP,KIARA,13,44
2012,FEMALE,BLACK NON HISP,OUMOU,13,44
2012,FEMALE,BLACK NON HISP,SASHA,13,44
2012,FEMALE,BLACK NON HISP,SKYE,13,44
2012,FEMALE,BLACK NON HISP,TORI,13,44
2012,FEMALE,BLACK NON HISP,ALEXA,12,45
2012,FEMALE,BLACK NON HISP,ALEXIS,12,45
2012,FEMALE,BLACK NON HISP,JAYDA,12,45
2012,FEMALE,BLACK NON HISP,LILY,12,45
2012,FEMALE,BLACK NON HISP,SAMIYAH,12,45
2012,FEMALE,BLACK NON HISP,ADRIANNA,11,46
2012,FEMALE,BLACK NON HISP,AMANDA,11,46
2012,FEMALE,BLACK NON HISP,AMINA,11,46
2012,FEMALE,BLACK NON HISP,ANIYA,11,46
2012,FEMALE,BLACK NON HISP,BINTOU,11,46
2012,FEMALE,BLACK NON HISP,ERIN,11,46
2012,FEMALE,BLACK NON HISP,JESSICA,11,46
2012,FEMALE,BLACK NON HISP,MAKENZIE,11,46
2012,FEMALE,BLACK NON HISP,MEGAN,11,46
2012,FEMALE,BLACK NON HISP,PHOENIX,11,46
2012,FEMALE,BLACK NON HISP,PRINCESS,11,46
2012,FEMALE,BLACK NON HISP,TALIA,11,46
2012,FEMALE,BLACK NON HISP,VIOLET,11,46
2012,FEMALE,BLACK NON HISP,AMBER,10,47
2012,FEMALE,BLACK NON HISP,AWA,10,47
2012,FEMALE,BLACK NON HISP,CAMILLE,10,47
2012,FEMALE,BLACK NON HISP,CHEYENNE,10,47
2012,FEMALE,BLACK NON HISP,DANIELLE,10,47
2012,FEMALE,BLACK NON HISP,DEBORAH,10,47
2012,FEMALE,BLACK NON HISP,ELISE,10,47
2012,FEMALE,BLACK NON HISP,JORDAN,10,47
2012,FEMALE,BLACK NON HISP,KALIYAH,10,47
2012,FEMALE,BLACK NON HISP,SHAYLA,10,47
2012,FEMALE,BLACK NON HISP,STEPHANIE,10,47
2012,FEMALE,BLACK NON HISP,WYNTER,10,47
2012,FEMALE,BLACK NON HISP,ZURI,10,47
2012,FEMALE,HISPANIC,MIA,207,3
2012,FEMALE,HISPANIC,SOFIA,165,5
2012,FEMALE,HISPANIC,CAMILA,161,6
2012,FEMALE,HISPANIC,ASHLEY,159,7
2012,FEMALE,HISPANIC,MADISON,140,8
2012,FEMALE,HISPANIC,EMMA,125,9
2012,FEMALE,HISPANIC,GENESIS,117,10
2012,FEMALE,HISPANIC,SAMANTHA,109,11
2012,FEMALE,HISPANIC,BRIANNA,105,13
2012,FEMALE,HISPANIC,LEAH,103,14
2012,FEMALE,HISPANIC,ABIGAIL,99,15
2012,FEMALE,HISPANIC,HAILEY,95,16
2012,FEMALE,HISPANIC,KAYLEE,92,17
2012,FEMALE,HISPANIC,VICTORIA,91,18
2012,FEMALE,HISPANIC,ALLISON,86,19
2012,FEMALE,HISPANIC,KIMBERLY,85,20
2012,FEMALE,HISPANIC,GABRIELLA,79,21
2012,FEMALE,HISPANIC,ARIANNA,77,22
2012,FEMALE,HISPANIC,OLIVIA,77,22
2012,FEMALE,HISPANIC,AVA,76,23
2012,FEMALE,HISPANIC,EMELY,71,24
2012,FEMALE,HISPANIC,ELIZABETH,69,25
2012,FEMALE,HISPANIC,AALIYAH,68,26
2012,FEMALE,HISPANIC,AMY,68,26
2012,FEMALE,HISPANIC,VALENTINA,68,26
2012,FEMALE,HISPANIC,ZOE,67,27
2012,FEMALE,HISPANIC,ALEXA,66,28
2012,FEMALE,HISPANIC,GABRIELA,64,29
2012,FEMALE,HISPANIC,SCARLETT,64,29
2012,FEMALE,HISPANIC,ARIANA,63,30
2012,FEMALE,HISPANIC,DANIELA,60,31
2012,FEMALE,HISPANIC,JENNIFER,60,31
2012,FEMALE,HISPANIC,ADRIANA,59,32
2012,FEMALE,HISPANIC,ANGELINA,59,32
2012,FEMALE,HISPANIC,KAYLA,58,33
2012,FEMALE,HISPANIC,NICOLE,58,33
2012,FEMALE,HISPANIC,CHLOE,57,34
2012,FEMALE,HISPANIC,JADE,57,34
2012,FEMALE,HISPANIC,MARIA,55,35
2012,FEMALE,HISPANIC,SERENITY,54,36
2012,FEMALE,HISPANIC,VALERIE,53,37
2012,FEMALE,HISPANIC,MELISSA,51,38
2012,FEMALE,HISPANIC,KHLOE,50,39
2012,FEMALE,HISPANIC,ANDREA,49,40
2012,FEMALE,HISPANIC,ALYSSA,48,41
2012,FEMALE,HISPANIC,GIANNA,48,41
2012,FEMALE,HISPANIC,YARETZI,48,41
2012,FEMALE,HISPANIC,EVELYN,47,42
2012,FEMALE,HISPANIC,CHELSEA,45,44
2012,FEMALE,HISPANIC,VANESSA,44,45
2012,FEMALE,HISPANIC,SARAH,43,46
2012,FEMALE,HISPANIC,AMANDA,42,47
2012,FEMALE,HISPANIC,AMELIA,42,47
2012,FEMALE,HISPANIC,DIANA,42,47
2012,FEMALE,HISPANIC,EVA,42,47
2012,FEMALE,HISPANIC,MICHELLE,42,47
2012,FEMALE,HISPANIC,ALEXANDRA,41,48
2012,FEMALE,HISPANIC,SAVANNAH,41,48
2012,FEMALE,HISPANIC,DESTINY,40,49
2012,FEMALE,HISPANIC,GISELLE,40,49
2012,FEMALE,HISPANIC,ISABEL,40,49
2012,FEMALE,HISPANIC,JOCELYN,39,50
2012,FEMALE,HISPANIC,MAYA,39,50
2012,FEMALE,HISPANIC,NATALIE,39,50
2012,FEMALE,HISPANIC,ANA,38,51
2012,FEMALE,HISPANIC,KATHERINE,37,52
2012,FEMALE,HISPANIC,LONDON,37,52
2012,FEMALE,HISPANIC,VALERIA,37,52
2012,FEMALE,HISPANIC,AMAYA,36,53
2012,FEMALE,HISPANIC,JAYLEEN,36,53
2012,FEMALE,HISPANIC,NATALIA,36,53
2012,FEMALE,HISPANIC,KYLIE,35,54
2012,FEMALE,HISPANIC,LEILANI,35,54
2012,FEMALE,HISPANIC,NAOMI,35,54
2012,FEMALE,HISPANIC,BRIANA,34,55
2012,FEMALE,HISPANIC,GUADALUPE,34,55
2012,FEMALE,HISPANIC,LESLIE,34,55
2012,FEMALE,HISPANIC,MYA,33,56
2012,FEMALE,HISPANIC,ALISON,32,57
2012,FEMALE,HISPANIC,DANNA,32,57
2012,FEMALE,HISPANIC,SHERLYN,32,57
